Date,MarketCap,Volume,Price,,
2022-09-17,$0.000000000000000000,"$55,078",0.033735295,,
2022-09-16,$0.000000000000000000,"$50,262",0.03422005,,
2022-09-15,$0.000000000000000000,"$30,672",0.03490475,,
2022-09-14,$0.000000000000000000,"$41,014",0.035505735,,
2022-09-13,$0.000000000000000000,"$41,427",0.036333945,,
2022-09-12,$0.000000000000000000,"$39,072",0.037192725,,
2022-09-11,$0.000000000000000000,"$39,767",0.03781276,,
2022-09-10,$0.000000000000000000,"$47,449",0.038809605,,
2022-09-09,$0.000000000000000000,"$33,671",0.03917848,,
2022-09-08,$0.000000000000000000,"$45,144",0.03892659,,
2022-09-07,$0.000000000000000000,"$40,799",0.03947351,,
2022-09-06,$0.000000000000000000,"$31,578",0.03949464,,
2022-09-05,$0.000000000000000000,"$24,631",0.038670575,,
2022-09-04,$0.000000000000000000,"$17,773.78",0.038207455,,
2022-09-03,$0.000000000000000000,"$23,270",0.03807043,,
2022-09-02,$0.000000000000000000,"$38,024",0.03802277,,
2022-09-01,$0.000000000000000000,"$28,524",0.03677806,,
2022-08-31,$0.000000000000000000,"$32,617",0.034867745,,
2022-08-30,$0.000000000000000000,"$16,227.57",0.03372514,,
2022-08-29,$0.000000000000000000,"$35,039",0.0331151,,
2022-08-28,$0.000000000000000000,"$17,934.67",0.03234853,,
2022-08-27,$0.000000000000000000,"$37,709",0.0317358,,
2022-08-26,$0.000000000000000000,"$34,360",0.031801375,,
2022-08-25,$0.000000000000000000,"$22,281",0.03198127,,
2022-08-24,$0.000000000000000000,"$19,661.57",0.031511255,,
2022-08-23,$0.000000000000000000,"$19,083.41",0.030889035,,
2022-08-22,$0.000000000000000000,"$19,820.38",0.030994235,,
2022-08-21,$0.000000000000000000,"$25,987",0.031145135,,
2022-08-20,$0.000000000000000000,"$46,227",0.03117217,,
2022-08-19,$0.000000000000000000,"$23,691",0.031487245,,
2022-08-18,$0.000000000000000000,"$25,098",0.03196684,,
2022-08-17,$0.000000000000000000,"$26,369",0.03238969,,
2022-08-16,$0.000000000000000000,"$34,228",0.03274943,,
2022-08-15,$0.000000000000000000,"$19,685.94",0.03285746,,
2022-08-14,$0.000000000000000000,"$34,402",0.03292335,,
2022-08-13,$0.000000000000000000,"$11,843.24",0.03306201,,
2022-08-12,$0.000000000000000000,"$20,937",0.033102565,,
2022-08-11,$0.000000000000000000,"$29,152",0.032979185,,
2022-08-10,$0.000000000000000000,"$84,395",0.03268201,,
2022-08-09,$0.000000000000000000,"$21,387",0.03317418,,
2022-08-08,$0.000000000000000000,"$18,807.63",0.03365642,,
2022-08-07,$0.000000000000000000,"$14,512.22",0.033303895,,
2022-08-06,$0.000000000000000000,"$29,994",0.033379415,,
2022-08-05,$0.000000000000000000,"$20,504",0.03359316,,
2022-08-04,$0.000000000000000000,"$25,528",0.03385514,,
2022-08-03,$0.000000000000000000,"$15,765.05",0.034133725,,
2022-08-02,$0.000000000000000000,"$45,566",0.03418992,,
2022-08-01,$0.000000000000000000,"$15,446.22",0.034940995,,
2022-07-31,$0.000000000000000000,"$19,335.04",0.035764645,,
2022-07-30,$0.000000000000000000,"$13,201.65",0.03549016,,
2022-07-29,$0.000000000000000000,"$19,176.72",0.0350375,,
2022-07-28,$0.000000000000000000,"$32,683",0.034820325,,
2022-07-27,$0.000000000000000000,"$21,186",0.03469105,,
2022-07-26,$0.000000000000000000,"$18,365.66",0.034863345,,
2022-07-25,$0.000000000000000000,"$15,318.45",0.0349212,,
2022-07-24,$0.000000000000000000,"$20,608",0.03489166,,
2022-07-23,$0.000000000000000000,"$27,438",0.03509287,,
2022-07-22,$0.000000000000000000,"$14,227.43",0.035088735,,
2022-07-21,$0.000000000000000000,"$17,961.22",0.03498306,,
2022-07-20,$0.000000000000000000,"$32,975",0.03511808,,
2022-07-19,$0.000000000000000000,"$42,305",0.0351914,,
2022-07-18,$0.000000000000000000,"$15,452.95",0.035326475,,
2022-07-17,$0.000000000000000000,"$20,767",0.03547188,,
2022-07-16,$0.000000000000000000,"$28,490",0.03529965,,
2022-07-15,$0.000000000000000000,"$23,926",0.03517721,,
2022-07-14,$0.000000000000000000,"$22,087",0.035155615,,
2022-07-13,$0.000000000000000000,"$53,315",0.03495322,,
2022-07-12,$0.000000000000000000,"$36,060",0.036648455,,
2022-07-11,$0.000000000000000000,"$22,379",0.039723615,,
2022-07-10,$0.000000000000000000,"$18,248.38",0.041040805,,
2022-07-09,$0.000000000000000000,$180.40,0.04144699,,
2022-07-08,$0.000000000000000000,"$3,621.46",0.04168476,,
2022-07-07,$0.000000000000000000,"$2,350.34",0.041803605,,
2022-07-06,$0.000000000000000000,"$1,481.67",0.04230774,,
2022-07-05,$0.000000000000000000,"$1,424.07",0.0426927,,
2022-07-04,$0.000000000000000000,"$1,171.64",0.042963055,,
2022-07-03,$0.000000000000000000,$280.95,0.043036525,,
2022-07-02,$0.000000000000000000,"$16,117.20",0.04286313,,
2022-07-01,$0.000000000000000000,"$4,562.33",0.041869025,,
2022-06-30,$0.000000000000000000,"$1,688.13",0.041368225,,
2022-06-29,$0.000000000000000000,"$13,222.99",0.04170374,,
2022-06-28,$0.000000000000000000,"$1,496.25",0.040595775,,
2022-06-27,$0.000000000000000000,$773.58,0.039519835,,
2022-06-26,$0.000000000000000000,$579.96,0.039584815,,
2022-06-25,$0.000000000000000000,"$2,672.81",0.039735195,,
2022-06-24,$0.000000000000000000,"$1,010.17",0.040052535,,
2022-06-23,$0.000000000000000000,"$1,998.90",0.04023781,,
2022-06-22,$0.000000000000000000,"$4,436.68",0.040374455,,
2022-06-21,$0.000000000000000000,"$2,125.65",0.04041132,,
2022-06-20,$0.000000000000000000,$577.59,0.040635545,,
2022-06-19,$0.000000000000000000,$415.94,0.04126817,,
2022-06-18,$0.000000000000000000,"$3,516.36",0.04128925,,
2022-06-17,$0.000000000000000000,"$1,155.17",0.04132962,,
2022-06-16,$0.000000000000000000,$938.26,0.041861805,,
2022-06-15,$0.000000000000000000,$92.17,0.041958325,,
2022-06-14,$0.000000000000000000,"$18,179.43",0.04231449,,
2022-06-13,$0.000000000000000000,$292.10,0.04403862,,
2022-06-12,$0.000000000000000000,"$5,363.73",0.045275875,,
2022-06-11,$0.000000000000000000,"$6,759.44",0.04585107,,
2022-06-10,$0.000000000000000000,"$20,485",0.046243675,,
2022-06-09,$0.000000000000000000,"$27,078",0.046201065,,
2022-06-08,$0.000000000000000000,"$23,556",0.04632014,,
2022-06-07,$0.000000000000000000,"$37,611",0.04635337,,
2022-06-06,$0.000000000000000000,"$30,686",0.046211085,,
2022-06-05,$0.000000000000000000,"$29,022",0.046617495,,
2022-06-04,$0.000000000000000000,"$21,584",0.047015645,,
2022-06-03,$0.000000000000000000,"$21,132",0.04723948,,
2022-06-02,$0.000000000000000000,"$21,345",0.04755828,,
2022-06-01,$0.000000000000000000,"$13,731.15",0.04775251,,
2022-05-31,$0.000000000000000000,"$27,920",0.04822953,,
2022-05-30,$0.000000000000000000,"$20,411",0.04853507,,
2022-05-29,$0.000000000000000000,"$15,119.69",0.04878719,,
2022-05-28,$0.000000000000000000,"$5,246.57",0.048490535,,
2022-05-27,$0.000000000000000000,$243.41,0.04830002,,
2022-05-26,$0.000000000000000000,"$1,212.28",0.048703145,,
2022-05-25,$0.000000000000000000,$772.77,0.048830635,,
2022-05-24,$0.000000000000000000,"$4,990.66",0.04911696,,
2022-05-23,$0.000000000000000000,"$2,615.90",0.04955997,,
2022-05-22,$0.000000000000000000,"$1,258.73",0.05001836,,
2022-05-21,$0.000000000000000000,"$1,118.40",0.0506275,,
2022-05-20,$0.000000000000000000,"$4,005.71",0.05116,,
2022-05-19,$0.000000000000000000,"$1,098.13",0.051451,,
2022-05-18,$0.000000000000000000,"$1,428.80",0.051488,,
2022-05-17,$0.000000000000000000,"$6,097.80",0.0515145,,
2022-05-16,$0.000000000000000000,"$12,793.17",0.0520705,,
2022-05-15,$0.000000000000000000,"$2,619.26",0.0535995,,
2022-05-14,$0.000000000000000000,"$19,293.80",0.0552125,,
2022-05-13,$0.000000000000000000,"$22,009",0.054769,,
2022-05-12,$0.000000000000000000,"$47,212",0.0546755,,
2022-05-11,$0.000000000000000000,"$26,742",0.057746,,
2022-05-10,$0.000000000000000000,"$54,429",0.0604235,,
2022-05-09,$0.000000000000000000,"$31,838",0.0613255,,
2022-05-08,$0.000000000000000000,"$36,205",0.0622365,,
2022-05-07,$0.000000000000000000,"$14,488.45",0.064835,,
2022-05-06,$0.000000000000000000,"$26,244",0.066901,,
2022-05-05,$0.000000000000000000,"$37,188",0.067213,,
2022-05-04,$0.000000000000000000,"$26,175",0.0673155,,
2022-05-03,$0.000000000000000000,"$49,478",0.0670485,,
2022-05-02,$0.000000000000000000,"$39,538",0.0672165,,
2022-05-01,$0.000000000000000000,"$13,799.33",0.0675795,,
2022-04-30,$0.000000000000000000,"$14,557.17",0.068419,,
2022-04-29,$0.000000000000000000,"$43,207",0.0693005,,
2022-04-28,$0.000000000000000000,"$34,078",0.070522,,
2022-04-27,$0.000000000000000000,"$25,357",0.072857,,
2022-04-26,$0.000000000000000000,"$31,085",0.0754555,,
2022-04-25,$0.000000000000000000,"$38,392",0.0768995,,
2022-04-24,$0.000000000000000000,"$18,612.61",0.0769115,,
2022-04-23,$0.000000000000000000,"$25,905",0.0769815,,
2022-04-22,$0.000000000000000000,"$18,787.76",0.0771535,,
2022-04-21,$0.000000000000000000,"$27,158",0.0772715,,
2022-04-20,$0.000000000000000000,"$27,888",0.078451,,
2022-04-19,$0.000000000000000000,"$39,783",0.0801755,,
2022-04-18,$0.000000000000000000,"$27,384",0.0814495,,
2022-04-17,$0.000000000000000000,"$39,134",0.0823115,,
2022-04-16,$0.000000000000000000,"$18,206.12",0.0828735,,
2022-04-15,$0.000000000000000000,"$33,125",0.0836465,,
2022-04-14,$0.000000000000000000,"$32,674",0.0844485,,
2022-04-13,$0.000000000000000000,"$36,746",0.0844625,,
2022-04-12,$0.000000000000000000,"$47,994",0.08503,,
2022-04-11,$0.000000000000000000,"$45,951",0.0876425,,
2022-04-10,$0.000000000000000000,"$50,521",0.090478,,
2022-04-09,$0.000000000000000000,"$185,001",0.095264,,
2022-04-08,$0.000000000000000000,"$37,317",0.0935765,,
2022-04-07,$0.000000000000000000,"$36,480",0.087593,,
2022-04-06,$0.000000000000000000,"$26,911",0.0863025,,
2022-04-05,$0.000000000000000000,"$33,591",0.0854655,,
2022-04-04,$0.000000000000000000,"$32,771",0.0852415,,
2022-04-03,$0.000000000000000000,"$7,735.46",0.0854375,,
2022-04-02,$0.000000000000000000,"$11,444.48",0.085766,,
2022-04-01,$0.000000000000000000,"$18,918.54",0.085788,,
2022-03-31,$0.000000000000000000,"$24,327",0.086297,,
2022-03-30,$0.000000000000000000,"$21,576",0.0906815,,
2022-03-29,$0.000000000000000000,"$49,117",0.095174,,
2022-03-28,$0.000000000000000000,"$40,363",0.095339,,
2022-03-27,$0.000000000000000000,"$31,064",0.0963015,,
2022-03-26,$0.000000000000000000,"$51,534",0.0984785,,
2022-03-25,$0.000000000000000000,"$42,452",0.1006005,,
2022-03-24,$0.000000000000000000,"$41,829",0.1036755,,
2022-03-23,$0.000000000000000000,"$32,115",0.106073,,
2022-03-22,$0.000000000000000000,"$36,222",0.105788,,
2022-03-21,$0.000000000000000000,"$21,780",0.106017,,
2022-03-20,$0.000000000000000000,"$28,662",0.1072025,,
2022-03-19,$0.000000000000000000,"$53,167",0.10724,,
2022-03-18,$0.000000000000000000,"$34,900",0.1082735,,
2022-03-17,$0.000000000000000000,"$41,576",0.109168,,
2022-03-16,$0.000000000000000000,"$52,673",0.10963,,
2022-03-15,$0.000000000000000000,"$29,506",0.113405,,
2022-03-14,$0.000000000000000000,"$43,971",0.118075,,
2022-03-13,$0.000000000000000000,"$25,634",0.1204105,,
2022-03-12,$0.000000000000000000,"$95,200",0.122189,,
2022-03-11,$0.000000000000000000,"$37,633",0.1239465,,
2022-03-10,$0.000000000000000000,"$46,571",0.126721,,
2022-03-09,$0.000000000000000000,"$33,802",0.128311,,
2022-03-08,$0.000000000000000000,"$44,087",0.1306195,,
2022-03-07,$0.000000000000000000,"$29,222",0.133643,,
2022-03-06,$0.000000000000000000,"$22,008",0.1355565,,
2022-03-05,$0.000000000000000000,"$62,356",0.1367965,,
2022-03-04,$0.000000000000000000,"$52,571",0.1402875,,
2022-03-03,$0.000000000000000000,"$46,065",0.1478635,,
2022-03-02,$0.000000000000000000,"$33,230",0.1494885,,
2022-03-01,$0.000000000000000000,"$26,704",0.1460025,,
2022-02-28,$0.000000000000000000,"$44,480",0.1447045,,
2022-02-27,$0.000000000000000000,"$18,572.98",0.1467415,,
2022-02-26,$0.000000000000000000,"$43,114",0.149547,,
2022-02-25,$0.000000000000000000,"$56,599",0.1461805,,
2022-02-24,$0.000000000000000000,"$44,809",0.1486185,,
2022-02-23,$0.000000000000000000,"$25,637",0.1522555,,
2022-02-22,$0.000000000000000000,"$75,648",0.149903,,
2022-02-21,$0.000000000000000000,"$54,909",0.1540065,,
2022-02-20,$0.000000000000000000,"$43,644",0.158831,,
2022-02-19,$0.000000000000000000,"$80,471",0.15974,,
2022-02-18,$0.000000000000000000,"$116,222",0.162629,,
2022-02-17,$0.000000000000000000,"$81,207",0.1765265,,
2022-02-16,$0.000000000000000000,"$96,423",0.1863595,,
2022-02-15,$0.000000000000000000,"$76,910",0.177734,,
2022-02-14,$0.000000000000000000,"$41,589",0.1733615,,
2022-02-13,$0.000000000000000000,"$41,505",0.178099,,
2022-02-12,$0.000000000000000000,"$95,964",0.1800005,,
2022-02-11,$0.000000000000000000,"$28,059",0.1786925,,
2022-02-10,$0.000000000000000000,"$33,843",0.178318,,
2022-02-09,$0.000000000000000000,"$141,831",0.1825455,,
2022-02-08,$0.000000000000000000,"$165,997",0.1848475,,
2022-02-07,$0.000000000000000000,"$41,035",0.191448,,
2022-02-06,$0.000000000000000000,"$67,109",0.20319,,
2022-02-05,$0.000000000000000000,"$84,258",0.20582,,
2022-02-04,$0.000000000000000000,"$66,703",0.200954,,
2022-02-03,$0.000000000000000000,"$131,449",0.201531,,
2022-02-02,$0.000000000000000000,"$148,180",0.2099425,,
2022-02-01,$0.000000000000000000,"$84,362",0.198888,,
2022-01-31,$0.000000000000000000,"$67,566",0.18898,,
2022-01-30,$0.000000000000000000,"$86,688",0.202014,,
2022-01-29,$0.000000000000000000,"$100,620",0.211469,,
2022-01-28,$0.000000000000000000,"$119,110",0.2061905,,
2022-01-27,$0.000000000000000000,"$180,486",0.2126655,,
2022-01-26,$0.000000000000000000,"$160,642",0.222652,,
2022-01-25,$0.000000000000000000,"$326,465",0.2252645,,
2022-01-24,$0.000000000000000000,"$376,800",0.248,,
2022-01-23,$0.000000000000000000,"$423,746",0.2609955,,
2022-01-22,$0.000000000000000000,"$1,688,309",0.274457,,
2022-01-21,$0.000000000000000000,"$5,263,106",0.3699155,,
2022-01-20,$0.000000000000000000,"$553,384",0.3502515,,
2022-01-19,$0.000000000000000000,"$644,554",0.2185725,,
2022-01-18,$0.000000000000000000,"$2,723,643",0.2117605,,
2022-01-17,$0.000000000000000000,"$2,723,643",0.237676,,
